0,1.00,,,,,,,,,,,,,
0.008,0.87,,,,,,,,,,,,,
0.016,0.39,,,,,,,,,,,,,
0.024,0.21,,,,,,,,,,,,,
0.032,0.19,,,,,,,,,,,,,
0.04,0.17,,,,,,,,,,,,,
0.048,0.16,,,,,,,,,,,,,
0.056,0.15,,,,,,,,,,,,,
0.064,0.14,,,,,,,,,,,,,
0.072,0.15,,,,,,,,,,,,,
0.08,0.14,,,,,,,,,,,,,
0.088,0.14,,,,,,,,,,,,,
0.096,0.14,,,,,,,,,,,,,
0.104,0.13,,,,,,,,,,,,,
0.112,0.13,,,,,,,,,,,,,
0.12,0.12,,,,,,,,,,,,,
0.128,0.12,,,,,,,,,,,,,
0.136,0.12,,,,,,,,,,,,,
0.144,0.12,,,,,,,,,,,,,
0.152,0.12,,,,,,,,,,,,,
0.16,0.13,,,,,,,,,,,,,
0.168,0.13,,,,,,,,,,,,,
0.176,0.15,,,,,,,,,,,,,
0.184,0.16,,,,,,,,,,,,,
0.192,0.18,,,,,,,,,,,,,
0.2,0.19,,,,,,,,,,,,,
0.208,0.20,,,,,,,,,,,,,
0.216,0.21,,,,,,,,,,,,,
0.224,0.21,,,,,,,,,,,,,
0.232,0.20,,,,,,,,,,,,,
0.24,0.19,,,,,,,,,,,,,
0.248,0.19,,,,,,,,,,,,,
0.256,0.18,,,,,,,,,,,,,
0.264,0.18,,,,,,,,,,,,,
0.272,0.19,,,,,,,,,,,,,
0.28,0.19,,,,,,,,,,,,,
0.288,0.19,,,,,,,,,,,,,
0.296,0.18,,,,,,,,,,,,,
0.304,0.19,,,,,,,,,,,,,
0.312,0.18,,,,,,,,,,,,,
0.32,0.19,,,,,,,,,,,,,
0.328,0.20,,,,,,,,,,,,,
0.336,0.23,,,,,,,,,,,,,
0.344,0.28,,,,,,,,,,,,,
0.352,0.39,,,,,,,,,,,,,
0.36,0.50,,,,,,,,,,,,,
0.368,0.63,,,,,,,,,,,,,
0.376,0.73,,,,,,,,,,,,,
0.384,0.81,,,,,,,,,,,,,
0.392,0.74,,,,,,,,,,,,,
0.4,0.71,,,,,,,,,,,,,
0.408,0.68,,,,,,,,,,,,,
0.416,0.63,,,,,,,,,,,,,
0.424,0.61,,,,,,,,,,,,,
0.432,0.48,,,,,,,,,,,,,
0.44,0.30,,,,,,,,,,,,,
0.448,0.16,,,,,,,,,,,,,
0.456,0.10,,,,,,,,,,,,,
0.464,0.08,,,,,,,,,,,,,
0.472,0.06,,,,,,,,,,,,,
0.48,0.05,,,,,,,,,,,,,
0.488,0.04,,,,,,,,,,,,,
0.496,0.04,,,,,,,,,,,,,
0.504,0.02,,,,,,,,,,,,,
0.512,0.02,,,,,,,,,,,,,
0.52,0.01,,,,,,,,,,,,,
0.528,1.00,,,,,,,,,,,,,
0.536,0.91,,,,,,,,,,,,,
0.544,0.69,,,,,,,,,,,,,
0.552,0.40,,,,,,,,,,,,,
0.56,0.16,,,,,,,,,,,,,
0.568,0.12,,,,,,,,,,,,,
0.576,0.13,,,,,,,,,,,,,
0.584,0.10,,,,,,,,,,,,,
0.592,0.08,,,,,,,,,,,,,
0.6,0.07,,,,,,,,,,,,,
0.608,0.06,,,,,,,,,,,,,
0.616,0.05,,,,,,,,,,,,,
0.624,0.05,,,,,,,,,,,,,
0.632,0.03,,,,,,,,,,,,,
0.64,0.02,,,,,,,,,,,,,
0.648,0.02,,,,,,,,,,,,,
0.656,0.01,,,,,,,,,,,,,
0.664,0.01,,,,,,,,,,,,,
0.672,0.00,,,,,,,,,,,,,
0.68,0.01,,,,,,,,,,,,,
0.688,0.02,,,,,,,,,,,,,
0.696,0.02,,,,,,,,,,,,,
0.704,0.04,,,,,,,,,,,,,
0.712,0.06,,,,,,,,,,,,,
0.72,0.09,,,,,,,,,,,,,
0.728,0.12,,,,,,,,,,,,,
0.736,0.13,,,,,,,,,,,,,
0.744,0.16,,,,,,,,,,,,,
0.752,0.20,,,,,,,,,,,,,
0.76,0.22,,,,,,,,,,,,,
0.768,0.24,,,,,,,,,,,,,
0.776,0.26,,,,,,,,,,,,,
0.784,0.28,,,,,,,,,,,,,
0.792,0.29,,,,,,,,,,,,,
0.8,0.28,,,,,,,,,,,,,
0.808,0.28,,,,,,,,,,,,,
0.816,0.29,,,,,,,,,,,,,
0.824,0.28,,,,,,,,,,,,,
0.832,0.25,,,,,,,,,,,,,
0.84,0.24,,,,,,,,,,,,,
0.848,0.23,,,,,,,,,,,,,
0.856,0.21,,,,,,,,,,,,,
0.864,0.20,,,,,,,,,,,,,
0.872,0.19,,,,,,,,,,,,,
0.88,0.19,,,,,,,,,,,,,
0.888,0.19,,,,,,,,,,,,,
0.896,0.19,,,,,,,,,,,,,
0.904,0.20,,,,,,,,,,,,,
0.912,0.23,,,,,,,,,,,,,
0.92,0.24,,,,,,,,,,,,,
0.928,0.25,,,,,,,,,,,,,
0.936,0.26,,,,,,,,,,,,,
0.944,0.27,,,,,,,,,,,,,
0.952,0.24,,,,,,,,,,,,,
0.96,0.19,,,,,,,,,,,,,
0.968,0.18,,,,,,,,,,,,,
0.976,0.18,,,,,,,,,,,,,
0.984,0.17,,,,,,,,,,,,,
0.992,0.17,,,,,,,,,,,,,
1,0.17,,,,,,,,,,,,,
1.008,0.18,,,,,,,,,,,,,
1.016,0.18,,,,,,,,,,,,,
1.024,0.18,,,,,,,,,,,,,
1.032,0.17,,,,,,,,,,,,,
1.04,0.17,,,,,,,,,,,,,
1.048,0.26,,,,,,,,,,,,,
1.056,0.51,,,,,,,,,,,,,
1.064,0.81,,,,,,,,,,,,,
1.072,0.83,,,,,,,,,,,,,
1.08,0.59,,,,,,,,,,,,,
1.088,0.29,,,,,,,,,,,,,
1.096,0.05,,,,,,,,,,,,,
1.104,0.05,,,,,,,,,,,,,
1.112,0.13,,,,,,,,,,,,,
1.12,0.12,,,,,,,,,,,,,
1.128,0.11,,,,,,,,,,,,,
1.136,0.11,,,,,,,,,,,,,
1.144,0.10,,,,,,,,,,,,,
1.152,0.09,,,,,,,,,,,,,
1.16,0.08,,,,,,,,,,,,,
1.168,0.09,,,,,,,,,,,,,
1.176,0.84,,,,,,,,,,,,,
1.184,1.00,,,,,,,,,,,,,
1.192,0.64,,,,,,,,,,,,,
1.2,0.31,,,,,,,,,,,,,
1.208,0.18,,,,,,,,,,,,,
1.216,0.19,,,,,,,,,,,,,
1.224,0.16,,,,,,,,,,,,,
1.232,0.15,,,,,,,,,,,,,
1.24,0.14,,,,,,,,,,,,,
1.248,0.16,,,,,,,,,,,,,
1.256,0.14,,,,,,,,,,,,,
1.264,0.15,,,,,,,,,,,,,
1.272,0.14,,,,,,,,,,,,,
1.28,0.15,,,,,,,,,,,,,
1.288,0.14,,,,,,,,,,,,,
1.296,0.16,,,,,,,,,,,,,
1.304,0.15,,,,,,,,,,,,,
1.312,0.16,,,,,,,,,,,,,
1.32,0.15,,,,,,,,,,,,,
1.328,0.16,,,,,,,,,,,,,
1.336,0.16,,,,,,,,,,,,,
1.344,0.17,,,,,,,,,,,,,
1.352,0.18,,,,,,,,,,,,,
1.36,0.19,,,,,,,,,,,,,
1.368,0.20,,,,,,,,,,,,,
1.376,0.22,,,,,,,,,,,,,
1.384,0.22,,,,,,,,,,,,,
1.392,0.24,,,,,,,,,,,,,
1.4,0.23,,,,,,,,,,,,,
1.408,0.23,,,,,,,,,,,,,
1.416,0.20,,,,,,,,,,,,,
1.424,0.20,,,,,,,,,,,,,
1.432,0.18,,,,,,,,,,,,,
1.44,0.18,,,,,,,,,,,,,
1.448,0.16,,,,,,,,,,,,,
1.456,0.16,,,,,,,,,,,,,
1.464,0.16,,,,,,,,,,,,,
1.472,0.16,,,,,,,,,,,,,
1.48,0.15,,,,,,,,,,,,,
1.488,0.15,,,,,,,,,,,,,
1.496,0.15,,,,,,,,,,,,,
1.504,0.16,,,,,,,,,,,,,
1.512,0.15,,,,,,,,,,,,,
1.52,0.17,,,,,,,,,,,,,
1.528,0.16,,,,,,,,,,,,,
1.536,0.18,,,,,,,,,,,,,
1.544,0.18,,,,,,,,,,,,,
1.552,0.25,,,,,,,,,,,,,
1.56,0.31,,,,,,,,,,,,,
1.568,0.42,,,,,,,,,,,,,
1.576,0.50,,,,,,,,,,,,,
1.584,0.62,,,,,,,,,,,,,
1.592,0.71,,,,,,,,,,,,,
1.6,0.80,,,,,,,,,,,,,
1.608,0.79,,,,,,,,,,,,,
1.616,0.71,,,,,,,,,,,,,
1.624,0.64,,,,,,,,,,,,,
1.632,0.61,,,,,,,,,,,,,
1.64,0.58,,,,,,,,,,,,,
